Year,Month,Day,DJIAPercentChange
2001,3,15,0.484627744
2001,3,16,-1.996208909
2001,3,19,1.416082403
2001,3,20,-2.413177608
2001,3,21,-2.371607395
2001,3,22,-1.066100777
2001,3,23,1.162248632
2001,3,26,1.87480611
2001,3,27,2.679726216
2001,3,28,-1.567718183
2001,3,29,0.144303389
2001,3,30,0.809329484
2001,4,2,-1.00464101
2001,4,3,-2.95730441
2001,4,4,0.363571161
2001,4,5,4.102355254
2001,4,6,-1.239164248
2001,4,9,0.526569447
2001,4,10,2.561837904
2001,4,11,-0.94470274
2001,4,12,1.13651117
2001,4,16,0.399280504
2001,4,17,0.640286849
2001,4,18,3.802716366
2001,4,19,0.730965232
2001,4,20,-1.033647325
2001,4,23,-0.367041907
2001,4,24,-0.717012669
2001,4,25,1.643484417
2001,4,26,0.557697733
2001,4,27,1.075268817
2001,4,30,-0.734206244
2001,5,1,1.53065027
2001,5,2,-0.239388047
2001,5,3,-0.695345051
2001,5,4,1.463884668
2001,5,7,-0.156131589
2001,5,8,-0.486435579
2001,5,9,-0.082751011
2001,5,10,0.381823368
2001,5,11,-0.797557823
2001,5,14,0.53422062
2001,5,15,-0.0413698
2001,5,16,3.232486861
2001,5,17,0.266519294
2001,5,18,0.497074463
2001,5,21,0.343390182
2001,5,22,-0.728407908
2001,5,23,-1.352839809
2001,5,24,0.137749728
2001,5,25,-1.048372595
2001,5,29,0.31259371
2001,5,30,-1.453820357
2001,5,31,0.35592098
2001,6,1,0.703709134
2001,6,4,0.634109063
2001,6,5,1.034227132
2001,6,6,-0.961736314
2001,6,7,0.190612127
2001,6,8,-1.068892173
2001,6,11,-0.480190983
2001,6,12,0.308757914
2001,6,13,-0.643392433
2001,6,14,-1.639630853
2001,6,15,-0.535540409
2001,6,18,0.215580137
2001,6,19,-0.540626789
2001,6,20,0.505012366
2001,6,21,0.648106402
2001,6,22,-1.044184202
2001,6,25,-0.977573318
2001,6,26,-0.236251227
2001,6,27,-0.339054277
2001,6,28,1.22141646
2001,6,29,-0.595345139
2001,7,2,0.844359829
2001,7,3,-0.168100558
2001,7,5,-0.816755314
2001,7,6,-2.13807783
2001,7,9,0.446672388
2001,7,10,-1.215439578
2001,7,11,0.651616264
2001,7,12,2.042008706
2001,7,13,0.579286914
2001,7,16,-0.625355855
2001,7,17,1.316317368
2001,7,18,-0.233139837
2001,7,19,0.337611
2001,7,20,-0.278139202
2001,7,23,-1.441821328
2001,7,24,-1.752719738
2001,7,25,1.600304634
2001,7,26,0.500793002
2001,7,27,-0.336780872
2001,7,30,-0.16316815
2001,7,31,1.149646263
2001,8,1,-0.165282976
2001,8,2,0.358586579
2001,8,3,-0.352606635
2001,8,6,-0.978665473
2001,8,7,0.574093663
2001,8,8,-1.556014613
2001,8,9,0.071906095
2001,8,10,1.158601132
2001,8,13,0.03841758
2001,8,14,-0.046078525
2001,8,15,-0.586143942
2001,8,16,0.487328492
2001,8,17,-1.39328872
2001,8,20,0.789116444
2001,8,21,-1.414714974
2001,8,22,1.048150005
2001,8,23,-0.459304815
2001,8,24,1.86366968
2001,8,27,-0.388571209
2001,8,28,-1.546818716
2001,8,29,-1.306665363
2001,8,30,-1.563148128
2001,8,31,0.310415608
2001,9,4,0.507792315
2001,9,5,0.351866151
2001,9,6,-1.869309853
2001,9,7,-2.391972564
2001,9,10,0.022387998
2001,9,17,-6.885156237
2001,9,18,-0.21630224
2001,9,19,-1.621939139
2001,9,20,-4.256676203
2001,9,21,-1.444972572
2001,9,24,4.386386357
2001,9,25,0.631914837
2001,9,26,-1.070084965
2001,9,27,1.330149192
2001,9,28,1.941337033
2001,10,1,-0.103323886
2001,10,2,1.288944163
2001,10,3,1.987028869
2001,10,4,-0.7270544
2001,10,5,0.672713805
2001,10,8,-0.524476867
2001,10,9,-0.155737126
2001,10,10,2.083006529
2001,10,11,1.815716955
2001,10,12,-0.689866267
2001,10,15,0.072584478
2001,10,16,0.405721616
2001,10,17,-1.669797737
2001,10,18,-0.731576524
2001,10,19,0.450735091
2001,10,22,1.880939731
2001,10,23,-0.416774619
2001,10,24,0.045175241
2001,10,25,1.29101109
2001,10,26,0.876004515
2001,10,29,-2.869740982
2001,10,30,-1.538557853
2001,10,31,-0.531586077
2001,11,1,1.941688813
2001,11,2,0.637054051
2001,11,5,1.227029386
2001,11,6,1.632176868
2001,11,7,-0.316233823
2001,11,8,0.304758437
2001,11,9,0.219464773
2001,11,12,-0.538822606
2001,11,13,2.088901871
2001,11,14,0.743298469
2001,11,15,0.485920618
2001,11,16,-0.045788334
2001,11,19,1.074013849
2001,11,20,-0.674715909
2001,11,21,-0.601464092
2001,11,23,1.287692882
2001,11,26,0.212516488
2001,11,27,-1.079423225
2001,11,28,-1.572910269
2001,11,29,1.226321632
2001,11,30,0.231564382
2001,12,3,-0.862733312
2001,12,4,1.313699689
2001,12,5,2.253989597
2001,12,6,-0.142383942
2001,12,7,-0.491132873
2001,12,10,-1.249626754
2001,12,11,-0.375090675
2001,12,12,0.076259675
2001,12,13,-1.240554022
2001,12,14,0.475487264
2001,12,17,0.841538032
2001,12,18,1.063051261
2001,12,19,0.759510895
2001,12,20,-0.784173448
2001,12,21,0.485238574
2001,12,24,-0.012952594
2001,12,26,0.524139305
2001,12,27,0.422254602
2001,12,28,0.030590395
2001,12,31,-1.133538534
2002,1,2,0.515880539
2002,1,3,0.974796256
2002,1,4,0.814597909
2002,1,7,-0.626626256
2002,1,8,-0.444300594
2002,1,9,-0.582082496
2002,1,10,-0.243745355
2002,1,11,-0.814042405
2002,1,14,-0.940975706
2002,1,15,0.31760697
2002,1,16,-2.059891857
2002,1,17,1.419141472
2002,1,18,-0.601061547
2002,1,22,-0.599037692
2002,1,23,0.205952862
2002,1,24,0.635490708
2002,1,25,0.478391705
2002,1,28,0.230619574
2002,1,29,-2.506705158
2002,1,30,1.494104463
2002,1,31,1.60603081
2002,2,1,-0.159023848
2002,2,4,-2.204541738
2002,2,5,0.00712461
2002,2,6,-0.295908713
2002,2,7,-0.264532995
2002,2,8,1.21099126
2002,2,11,1.488427392
2002,2,12,-0.168111454
2002,2,13,1.346049859
2002,2,14,0.123427501
2002,2,15,-0.977521798
2002,2,19,-1.55668516
2002,2,20,2.040571237
2002,2,21,-0.995413527
2002,2,22,1.354971942
2002,2,25,1.764838637
2002,2,26,-0.301599661
2002,2,27,0.097848325
2002,2,28,-0.238887299
2002,3,1,2.55068737
2002,3,4,2.109354655
2002,3,5,-1.491776347
2002,3,6,1.364072086
2002,3,7,-0.498199109
2002,3,8,0.387401844
2002,3,11,0.388832651
2002,3,12,0.264043831
2002,3,13,-1.114856594
2002,3,14,0.150457562
2002,3,15,0.862454239
2002,3,18,-0.289390583
2002,3,19,0.536943205
2002,3,20,-1.178153348
2002,3,21,-0.211388307
2002,3,22,-0.477203967
2002,3,25,-1.406735453
2002,3,26,0.709109479
2002,3,27,0.730343049
2002,3,28,-0.24737049
2002,4,1,-0.378769672
2002,4,2,-0.374788698
2002,4,3,-1.100680773
2002,4,4,0.350017158
2002,4,5,0.349752828
2002,4,8,-0.095526811
2002,4,9,-0.400983434
2002,4,10,1.677701167
2002,4,11,-1.953964293
2002,4,12,0.119859313
2002,4,15,-0.941155688
2002,4,16,1.989030137
2002,4,17,-0.766041729
2002,4,18,-0.138950046
2002,4,19,0.434752808
2002,4,22,-1.166146646
2002,4,23,-0.473503532
2002,4,24,-0.591669062
2002,4,25,0.063816846
2002,4,26,-1.262079821
2002,4,29,-0.914684598
2002,4,30,1.296682928
2002,5,1,1.153354986
2002,5,2,0.341035635
2002,5,3,-0.843267239
2002,5,6,-1.976453657
2002,5,7,0.265225222
2002,5,8,2.983765166
2002,5,9,-0.992306175
2002,5,10,-0.998784885
2002,5,13,1.719318792
2002,5,14,1.766920637
2002,5,15,-0.436405342
2002,5,16,0.459866629
2002,5,17,0.603439899
2002,5,20,-1.153745809
2002,5,21,-1.206362241
2002,5,22,0.587210108
2002,5,23,0.568992843
2002,5,24,-1.053672676
2002,5,28,-1.236036214
2002,5,29,-0.540245807
2002,5,30,-0.033484585
2002,5,31,0.101864319
2002,6,3,-2.157913087
2002,6,4,-0.231711763
2002,6,5,1.11750699
2002,6,6,-1.746276427
2002,6,7,-0.028251591
2002,6,10,0.605170547
2002,6,11,-1.351214082
2002,6,12,1.07817873
2002,6,13,-1.145027448
2002,6,14,-0.260134836
2002,6,17,2.225716245
2002,6,18,0.223036351
2002,6,19,-1.447433519
2002,6,20,-1.3582398
2002,6,21,-1.875478492
2002,6,24,0.317212593
2002,6,25,-1.709536097
2002,6,26,0.130541423
2002,6,27,1.620237401
2002,6,28,-0.292006865
2002,7,1,-1.401195985
2002,7,2,-1.067551167
2002,7,3,0.53961807
2002,7,5,3.508895839
2002,7,8,-1.075119724
2002,7,9,-1.911816404
2002,7,10,-3.128764497
2002,7,11,-0.120175395
2002,7,12,-1.37189634
2002,7,15,-0.484836337
2002,7,16,-1.87833442
2002,7,17,0.781835278
2002,7,18,-1.533639249
2002,7,19,-4.601896242
2002,7,22,-2.875344353
2002,7,23,-1.068774846
2002,7,24,6.401669944
2002,7,25,0.00513078
2002,7,26,0.876155462
2002,7,29,5.368777659
2002,7,30,-0.310094257
2002,7,31,0.667615355
2002,8,1,-2.587551445
2002,8,2,-2.255507375
2002,8,5,-3.239415272
2002,8,6,2.784620487
2002,8,7,2.099670983
2002,8,8,3.024139428
2002,8,9,0.438830215
2002,8,12,-0.606617311
2002,8,13,-2.311258011
2002,8,14,3.115528226
2002,8,15,0.835902409
2002,8,16,-0.397250901
2002,8,19,2.434747735
2002,8,20,-1.273354476
2002,8,21,1.025023291
2002,8,22,1.031783761
2002,8,23,-1.972382448
2002,8,26,0.508004909
2002,8,27,-1.04379147
2002,8,28,-1.471453196
2002,8,29,-0.226679355
2002,8,30,-0.066441657
2002,9,3,-4.056000102
2002,9,4,1.403256653
2002,9,5,-1.621101637
2002,9,6,1.575852834
2002,9,9,1.109676378
2002,9,10,0.967941841
2002,9,11,-0.268471352
2002,9,12,-2.280249191
2002,9,13,-0.775751759
2002,9,16,0.822807121
2002,9,17,-2.132035987
2002,9,18,-0.373274884
2002,9,19,-2.793657787
2002,9,20,0.504535026
2002,9,23,-1.410435116
2002,9,24,-2.389715457
2002,9,25,2.011926381
2002,9,26,1.944007485
2002,9,27,-3.683837314
2002,9,30,-1.388266498
2002,10,1,4.553512164
2002,10,2,-2.28007817
2002,10,3,-0.467791154
2002,10,4,-2.47352753
2002,10,7,-1.405824129
2002,10,8,1.019012042
2002,10,9,-2.849215196
2002,10,10,3.398276775
2002,10,11,4.105034784
2002,10,14,0.371931944
2002,10,15,4.724586242
2002,10,16,-2.381773788
2002,10,17,2.945022026
2002,10,18,0.41845043
2002,10,21,2.613950202
2002,10,22,-0.983351457
2002,10,23,0.541038946
2002,10,24,-2.095727325
2002,10,25,1.521013576
2002,10,28,-0.957985461
2002,10,29,0.019839183
2002,10,30,0.758732417
2002,10,31,-0.359662717
2002,11,1,1.453135199
2002,11,4,0.586744273
2002,11,5,1.278014555
2002,11,6,1.081458586
2002,11,7,-2.051544134
2002,11,8,-0.566287162
2002,11,11,-2.071976766
2002,11,12,0.35025662
2002,11,13,0.216817496
2002,11,14,1.647371571
2002,11,15,0.509042087
2002,11,18,-1.085930343
2002,11,19,-0.119623851
2002,11,20,1.811662221
2002,11,21,2.546756818
2002,11,22,-0.424884166
2002,11,25,0.504601379
2002,11,26,-1.896175086
2002,11,27,2.911869625
2002,11,29,-0.420655789
2002,12,2,-0.453557529
2002,12,3,-1.333915652
2002,12,4,0.041560666
2002,12,5,-1.342919185
2002,12,6,0.288717625
2002,12,9,-1.973394231
2002,12,10,1.187805434
2002,12,11,0.205564474
2002,12,12,-0.612152965
2002,12,13,-1.19914668
2002,12,16,2.26169578
2002,12,17,-1.061784006
2002,12,18,-0.984139599
2002,12,19,-0.913771005
2002,12,20,1.728133317
2002,12,23,-0.212656217
2002,12,24,-0.516722229
2002,12,26,-0.19233364
2002,12,27,-1.488857886
2002,12,30,0.34669788
2002,12,31,0.112694786
2003,1,2,3.178229714
2003,1,3,-0.066106062
2003,1,6,1.985288477
2003,1,7,-0.401670951
2003,1,8,-1.60967407
2003,1,9,2.088015373
2003,1,10,0.100842749
2003,1,13,-0.021051841
2003,1,14,0.630461056
2003,1,15,-1.362108815
2003,1,16,-0.266594199
2003,1,17,-1.25439579
2003,1,21,-1.669644292
2003,1,22,-1.431476123
2003,1,23,0.585886798
2003,1,24,-2.830821151
2003,1,27,-1.70977814
2003,1,28,1.223490722
2003,1,29,0.28140629
2003,1,30,-2.022532599
2003,1,31,1.436952437
2003,2,3,0.696322454
2003,2,4,-1.126766124
2003,2,5,-0.36521533
2003,2,6,-0.659613252
2003,2,7,-0.860011724
2003,2,10,0.691225492
2003,2,11,-0.982460393
2003,2,12,-0.997784686
2003,2,13,-0.086120762
2003,2,14,2.037182779
2003,2,18,1.667024895
2003,2,19,-0.413254002
2003,2,20,-1.096379972
2003,2,21,1.296061408
2003,2,24,-1.984448707
2003,2,25,0.675625794
2003,2,26,-1.269824809
2003,2,27,0.986557308
2003,2,28,0.0630222
2003,3,3,-0.663858134
2003,3,4,-1.700275831
2003,3,5,0.951008458
2003,3,6,-1.296117179
2003,3,7,0.890018575
2003,3,10,-2.2123162
2003,3,11,-0.58756456
2003,3,12,0.456385945
2003,3,13,3.526800427
2003,3,14,0.479917977
2003,3,17,3.613660543
2003,3,18,0.632960361
2003,3,19,0.883798932
2003,3,20,0.26522503
2003,3,21,2.789256946
2003,3,24,-3.524913034
2003,3,25,0.771341816
2003,3,26,-0.603873486
2003,3,27,-0.30317065
2003,3,28,-0.647407868
2003,3,31,-1.850707923
2003,4,1,0.963738751
2003,4,2,2.652465995
2003,4,3,-0.547686633
2003,4,4,0.443657554
2003,4,7,0.196278435
2003,4,8,-0.002409894
2003,4,9,-1.22106978
2003,4,10,0.272472585
2003,4,11,-0.240903199
2003,4,14,1.793400025
2003,4,15,0.655273454
2003,4,16,-1.762014438
2003,4,17,0.991546539
2003,4,21,-0.093202682
2003,4,22,1.904909456
2003,4,23,0.362289804
2003,4,24,-0.850519945
2003,4,25,-1.571635435
2003,4,28,1.98354609
2003,4,29,0.355369131
2003,4,30,-0.25042993
2003,5,1,-0.285782357
2003,5,2,1.52836465
2003,5,5,-0.601176488
2003,5,6,0.669067244
2003,5,7,-0.288745338
2003,5,8,-0.788089738
2003,5,9,1.317721476
2003,5,12,1.42760841
2003,5,13,-0.50017884
2003,5,14,-0.293660191
2003,5,15,0.739026178
2003,5,16,-0.360375461
2003,5,19,-2.110638828
2003,5,20,-0.032139994
2003,5,21,0.363084842
2003,5,22,0.904427503
2003,5,23,0.085640946
2003,5,27,2.102309855
2003,5,28,0.128446886
2003,5,29,-0.865460447
2003,5,30,1.593303534
2003,6,2,0.523755995
2003,6,3,0.277808058
2003,6,4,1.334538125
2003,6,5,0.051235687
2003,6,6,0.190369429
2003,6,9,-0.895909804
2003,6,10,0.825094452
2003,6,11,1.484940075
2003,6,12,0.133488816
2003,6,13,-0.878028415
2003,6,16,2.208924317
2003,6,17,0.036052817
2003,6,18,-0.309675233
2003,6,19,-1.229529364
2003,6,20,0.215882269
2003,6,23,-1.375511034
2003,6,24,0.42297398
2003,6,25,-1.076230821
2003,6,26,0.754406252
2003,6,27,-0.998817147
2003,6,30,-0.058949541
2003,7,1,0.63771336
2003,7,2,1.09802135
2003,7,3,-0.7761597
2003,7,7,1.574512449
2003,7,8,0.104303694
2003,7,9,-0.712326093
2003,7,10,-1.294331877
2003,7,11,0.92072166
2003,7,14,0.555528163
2003,7,15,-0.546998752
2003,7,16,-0.428194489
2003,7,17,-0.423793147
2003,7,18,1.5008357
2003,7,21,-0.991641089
2003,7,22,0.65724036
2003,7,23,0.383881351
2003,7,24,-0.913928686
2003,7,25,1.873192997
2003,7,28,-0.198278499
2003,7,29,-0.687620776
2003,7,30,-0.047151414
2003,7,31,0.37448298
2003,8,1,-0.852515196
2003,8,4,0.348037727
2003,8,5,-1.621618091
2003,8,6,0.318610954
2003,8,7,0.72810712
2003,8,8,0.698230375
2003,8,11,0.3017535
2003,8,12,0.997383414
2003,8,13,-0.343197162
2003,8,14,0.413168325
2003,8,15,0.141483286
2003,8,18,0.984801505
2003,8,19,0.177748596
2003,8,20,-0.240124075
2003,8,21,0.252341499
2003,8,22,-0.923798543
2003,8,25,-0.340127323
2003,8,26,0.262128825
2003,8,27,-0.064562272
2003,8,28,0.427024913
2003,8,29,0.453307416
2003,9,2,1.132034998
2003,9,3,0.48940018
2003,9,4,0.196570416
2003,9,5,-0.898689403
2003,9,8,0.872108012
2003,9,9,-0.810857055
2003,9,10,-0.888175337
2003,9,11,0.474877988
2003,9,12,0.155125158
2003,9,15,-0.236295545
2003,9,16,1.250693183
2003,9,17,-0.213567104
2003,9,18,1.205883462
2003,9,19,-0.17574365
2003,9,22,-1.103424672
2003,9,23,0.42240996
2003,9,24,-1.571224638
2003,9,25,-0.865941406
2003,9,26,-0.314158094
2003,9,29,0.706646254
2003,9,30,-1.09873002
2003,10,1,2.073991031
2003,10,2,0.24342931
2003,10,3,0.840344102
2003,10,6,0.235991221
2003,10,7,0.639301678
2003,10,8,-0.232355053
2003,10,9,0.484359024
2003,10,10,-0.084891923
2003,10,13,0.916314238
2003,10,14,0.509153183
2003,10,15,-0.214167419
2003,10,16,-0.071029975
2003,10,17,-0.715594381
2003,10,20,0.580568842
2003,10,21,-0.313653382
2003,10,22,-1.475470079
2003,10,23,0.165985913
2003,10,24,-0.192896975
2003,10,27,0.246438535
2003,10,28,1.44218562
2003,10,29,0.281931456
2003,10,30,0.149406315
2003,10,31,0.146831175
2003,11,3,0.571285167
2003,11,4,-0.189297681
2003,11,5,-0.170874315
2003,11,6,0.369526346
2003,11,7,-0.480160534
2003,11,10,-0.519602875
2003,11,11,-0.192076486
2003,11,12,1.226476181
2003,11,13,-0.091703336
2003,11,14,-0.689069035
2003,11,17,-0.561253538
2003,11,18,-0.898733864
2003,11,19,0.725312556
2003,11,20,-0.712600351
2003,11,21,0.067657311
2003,11,24,1.22452328
2003,11,25,0.156534013
2003,11,26,0.164695206
2003,11,28,0.028017162
2003,12,1,1.161941065
2003,12,2,-0.464663361
2003,12,3,0.218028124
2003,12,4,0.566997103
2003,12,5,-0.610585019
2003,12,8,1.047048218
2003,12,9,-0.431748516
2003,12,10,-0.005240678
2003,12,11,0.864201886
2003,12,12,0.333706338
2003,12,15,-0.235903051
2003,12,16,1.060528968
2003,12,17,0.162901825
2003,12,18,1.052122981
2003,12,19,0.280013659
2003,12,22,0.598452781
2003,12,23,0.035791673
2003,12,24,-0.350049316
2003,12,26,0.183391876
2003,12,29,1.246935948
2003,12,30,-0.236370422
2003,12,31,0.264715191
2004,1,2,-0.410420274
2004,1,5,1.270673659
2004,1,6,-0.048369658
2004,1,7,-0.06169617
2004,1,8,0.591637306
2004,1,9,-1.230498999
2004,1,12,0.226544951
2004,1,13,-0.553160645
2004,1,14,1.05190484
2004,1,15,0.183207556
2004,1,16,0.417756053
2004,1,20,-0.685758485
2004,1,21,0.957919945
2004,1,22,-0.009412473
2004,1,23,-0.535519331
2004,1,26,1.272710068
2004,1,27,-0.852248834
2004,1,28,-1.335519929
2004,1,29,0.409843896
2004,1,30,-0.210271926
2004,2,2,0.108697725
2004,2,3,0.054288299
2004,2,4,-0.308480353
2004,2,5,0.250255509
2004,2,6,0.934739731
2004,2,9,-0.122734139
2004,2,10,0.331798803
2004,2,11,1.246523031
2004,2,12,-0.382852672
2004,2,13,-0.639479441
2004,2,17,0.809114772
2004,2,18,-0.324096127
2004,2,19,-0.092743522
2004,2,20,-0.443452744
2004,2,23,-0.093224728
2004,2,24,-0.406239691
2004,2,25,0.331232374
2004,2,26,-0.169841764
2004,2,27,0.022681094
2004,3,1,0.906238778
2004,3,2,-0.813792328
2004,3,3,0.042498536
2004,3,4,-0.051918629
2004,3,5,0.12189821
2004,3,8,-0.621968024
2004,3,9,-0.688541716
2004,3,10,-1.536681457
2004,3,11,-1.558976751
2004,3,12,1.079885891
2004,3,15,-1.324412756
2004,3,16,0.804679613
2004,3,17,1.139008081
2004,3,18,-0.031070978
2004,3,19,-1.060626663
2004,3,22,-1.188898379
2004,3,23,-0.0307946
2004,3,24,-0.170882429
2004,3,25,1.6836491
2004,3,26,-0.052845847
2004,3,29,1.142672502
2004,3,30,0.523839033
2004,3,31,-0.223487366
2004,4,1,0.152546464
2004,4,2,0.918527657
2004,4,5,0.838538384
2004,4,6,0.161079422
2004,4,7,-0.843007579
2004,4,8,-0.38920899
2004,4,12,0.681705029
2004,4,13,-1.280905287
2004,4,14,-0.000963568
2004,4,15,0.187897475
2004,4,16,0.51643057
2004,4,19,-0.1320372
2004,4,20,-1.181283412
2004,4,21,0.052366683
2004,4,22,1.417353369
2004,4,23,0.09270675
2004,4,26,-0.269266392
2004,4,27,0.314013824
2004,4,28,-1.279983201
2004,4,29,-0.648973828
2004,4,30,-0.462372604
2004,5,3,0.847731073
2004,5,4,0.028116305
2004,5,5,-0.058156441
2004,5,6,-0.648997885
2004,5,7,-1.204031014
2004,5,10,-1.248282475
2004,5,11,0.302925948
2004,5,12,0.336612895
2004,5,13,-0.334518085
2004,5,14,0.044962232
2004,5,17,-1.028881407
2004,5,18,0.623819613
2004,5,19,-0.249333755
2004,5,20,-0.014890654
2004,5,21,0.275672228
2004,5,24,-0.096207672
2004,5,25,1.601915229
2004,5,26,-0.068203384
2004,5,27,0.942640382
2004,5,28,-0.169511454
2004,6,1,0.15215172
2004,6,2,0.619619993
2004,6,3,-0.64218753
2004,6,4,0.451121921
2004,6,7,1.44289438
2004,6,8,0.414845901
2004,6,9,-0.601087134
2004,6,10,0.407993981
2004,6,14,-0.639349306
2004,6,15,0.424708557
2004,6,16,-0.005780235
2004,6,17,-0.010598732
2004,6,18,0.391295129
2004,6,21,-0.444431646
2004,6,22,0.240111088
2004,6,23,0.812882993
2004,6,24,-0.320690248
2004,6,25,-0.693207713
2004,6,28,-0.196579138
2004,6,29,0.551355214
2004,6,30,0.212226554
2004,7,1,-0.956488403
2004,7,2,-0.495451906
2004,7,6,-0.593367898
2004,7,7,0.278106914
2004,7,8,-0.653416028
2004,7,9,0.3941768
2004,7,12,0.258524452
2004,7,13,0.08985779
2004,7,14,-0.234539911
2004,7,15,-0.440822084
2004,7,16,-0.221406571
2004,7,19,-0.462479045
2004,7,20,0.541884609
2004,7,21,-1.085040812
2004,7,22,0.026872089
2004,7,23,-0.829027923
2004,7,26,-0.027998808
2004,7,27,1.220048296
2004,7,28,0.328242761
2004,7,29,0.135435717
2004,7,30,0.104648982
2004,8,2,0.401440055
2004,8,3,-0.570822239
2004,8,4,0.084008697
2004,8,5,-1.620108422
2004,8,6,-1.459138793
2004,8,9,-0.01507721
2004,8,10,1.315463728
2004,8,11,0.071290191
2004,8,12,-1.226691947
2004,8,13,0.114528979
2004,8,16,1.314965879
2004,8,17,0.174074632
2004,8,18,1.194072391
2004,8,19,-0.416550958
2004,8,20,0.690184049
2004,8,23,-0.376813601
2004,8,24,0.235238067
2004,8,25,0.823884735
2004,8,26,-0.075630335
2004,8,27,0.205423576
2004,8,30,-0.699444761
2004,8,31,0.512744517
2004,9,1,-0.015732392
2004,9,2,1.198812006
2004,9,3,-0.171242873
2004,9,7,0.79228183
2004,9,8,-0.280399134
2004,9,9,-0.248189477
2004,9,10,0.229360027
2004,9,13,0.078589655
2004,9,14,0.030053029
2004,9,15,-0.828737315
2004,9,16,0.126079987
2004,9,17,0.377715747
2004,9,20,-0.768191056
2004,9,21,0.395903768
2004,9,22,-1.31589223
2004,9,23,-0.686564506
2004,9,24,0.077693886
2004,9,27,-0.578896553
2004,9,28,0.877601297
2004,9,29,0.789515552
2004,9,30,-0.553450929
2004,10,1,1.097996429
2004,10,4,0.246286084
2004,10,5,-0.382702999
2004,10,6,0.680385814
2004,10,7,-1.11720932
2004,10,8,-0.680554321
2004,10,11,0.257555116
2004,10,12,-0.031744772
2004,10,13,-0.821996589
2004,10,14,-1.080229943
2004,10,15,0.381481523
2004,10,18,0.234974801
2004,10,19,-0.6101394
2004,10,20,-0.0834749
2004,10,21,-0.191104389
2004,10,22,-1.075036624
2004,10,25,-0.074098975
2004,10,26,1.414170835
2004,10,27,1.15035522
2004,10,28,0.055605894
2004,10,29,0.22789289
2004,11,1,0.256264521
2004,11,2,-0.181024279
2004,11,3,0.99128269
2004,11,4,1.799161115
2004,11,5,0.68333818
2004,11,8,0.058737434
2004,11,9,-0.011552235
2004,11,10,0.066482955
2004,11,11,0.797150284
2004,11,12,0.66671761
2004,11,15,0.078733435
2004,11,16,-0.588636751
2004,11,17,0.646835467
2004,11,18,0.220869829
2004,11,19,-1.084982406
2004,11,22,0.322312232
2004,11,23,0.056261741
2004,11,24,0.251574724
2004,11,26,0.033274074
2004,11,29,-0.42488071
2004,11,30,-0.451538381
2004,12,1,1.576857411
2004,12,2,-0.050045324
2004,12,3,-0.05378424
2004,12,6,-0.417323652
2004,12,7,-1.006940494
2004,12,8,0.530712342
2004,12,9,0.574696212
2004,12,10,-0.085290271
2004,12,13,0.900089155
2004,12,14,0.338329966
2004,12,15,0.147999663
2004,12,16,0.130007389
2004,12,17,-0.512854047
2004,12,20,0.089184292
2004,12,21,0.914471154
2004,12,22,0.591501353
2004,12,23,0.111881646
2004,12,27,-0.479312893
2004,12,28,0.727535936
2004,12,29,-0.225729475
2004,12,30,-0.265950079
2004,12,31,-0.160180736
2005,1,3,-0.504460394
2005,1,4,-0.904192845
2005,1,5,-0.298226633
2005,1,6,0.280368538
2005,1,7,-0.195768391
2005,1,10,0.165984496
2005,1,11,-0.598881335
2005,1,12,0.53497202
2005,1,13,-1.05110479
2005,1,14,0.488259872
2005,1,18,0.706827614
2005,1,19,-0.809335592
2005,1,20,-0.639535435
2005,1,21,-0.754392666
2005,1,24,-0.240532635
2005,1,25,0.889154628
2005,1,26,0.338328618
2005,1,27,-0.292433869
2005,1,28,-0.414493916
2005,1,31,0.58587757
2005,2,1,0.59296262
2005,2,2,0.434082078
2005,2,3,0.008496818
2005,2,4,1.160178228
2005,2,7,-0.002799526
2005,2,8,0.112952159
2005,2,9,-0.50103566
2005,2,10,0.793248945
2005,2,11,0.494279943
2005,2,14,-0.042609558
2005,2,15,0.428130589
2005,2,16,0.026772526
2005,2,17,-0.744808491
2005,2,18,0.278934841
2005,2,22,-1.596898937
2005,2,23,0.60795717
2005,2,24,0.717752666
2005,2,25,0.867105802
2005,2,28,-0.699133001
2005,3,1,0.566440709
2005,3,2,-0.126550708
2005,3,3,0.191448628
2005,3,4,0.978356177
2005,3,7,-0.03290526
2005,3,8,-0.21032225
2005,3,9,-0.977795698
2005,3,10,0.418274525
2005,3,11,-0.653739408
2005,3,14,0.284019714
2005,3,15,-0.547929991
2005,3,16,-1.010091606
2005,3,17,-0.065830927
2005,3,18,0.017877642
2005,3,21,-0.606778991
2005,3,22,-0.898214928
2005,3,23,-0.139438046
2005,3,24,-0.135792906
2005,3,28,0.398311008
2005,3,29,-0.766729289
2005,3,30,1.298314402
2005,3,31,-0.358579343
2005,4,1,-0.954819793
2005,4,4,0.186507975
2005,4,5,0.358887258
2005,4,6,0.310900655
2005,4,7,0.576011597
2005,4,8,-0.805969866
2005,4,11,-0.129037191
2005,4,12,0.568497215
2005,4,13,-0.985962408
2005,4,14,-1.200534425
2005,4,15,-1.840102758
2005,4,18,-0.171482381
2005,4,19,0.555031525
2005,4,20,-1.172615287
2005,4,21,2.078817242
2005,4,22,-0.577485881
2005,4,25,0.826893734
2005,4,26,-0.877843961
2005,4,27,0.47781839
2005,4,28,-1.218292037
2005,4,29,1.181317318
